Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Sample_depth_bottom,Sample_depth_average,Author,Journal,Year,Publication_doi,Resource_doi,Comment,Database,Type,Count_min,Count,Dentigloborotalia_anfracta,Globorotalia_cavernula,Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii,Globorotalia_scitula,Globorotalia_truncatulinoides,Globorotalia_tumida,Globorotalia_ungulata,Globorotalia_theyeri,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globoquadrina_conglomerata,Globorotaloides_hexagonus,Berggrenia_pumilio,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Globigerinella_adamsi,Turborotalita_quinqueloba,Turborotalita_humilis,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Candeina_nitida,Globigerinita_glutinata,Globigerinita_uvula,Globigerinita_minuta,Tenuitella_iota,Hastigerina_pelagica,Hastigerinella_digitata,Globorotalia_menardii_&_Globorotalia_tumida,Globigerinoides_ruber_&_Globigerinoides_white,Turborotalita_humilis_&_Berggrenia_pumilio,Globorotalia_truncatulinoides_dextral_coiling,Globorotalia_truncatulinoides_sinistral_coiling,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Turborotalita_quinqueloba_dextral_coiling,Turborotalita_quinqueloba_sinistral_coiling,unidentified,T_surface,T_400,T_gradient,S_surface,S_400,Si_surface,Si_400,O_surface,O_400,CO2_surface,CO2_400
GIK16402-1,ATL947_0335,1,Giant Box,14.4167,-20.5667,4203.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",12,0,,447.0,,0.0,0.02,0.0,0.219,0.006,0.0,0.027,,,0.143,0.169,0.078,0.0,0.011,0.0,0.0,,0.039,0.0,0.002,0.0,0.098,0.106,0.0,0.023,0.009,0.04,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.006,0.0,,,,,,,,,,0.0,0.106,,,0.001,26.927663803100586,10.789604187011719,16.138059616088867,35.80231475830078,35.2526969909668,0.031134333461523056,12.860602378845215,204.15997314453125,47.3960075378418,2030.512451171875,2239.92626953125
GIK16403-1,ATL947_0336,1,Box,14.376,-20.5668,4234.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, coordinates corrected via depth control",12,0,,421.0,0.0,0.0,0.014,0.0,0.286,0.0,0.007,0.042,0.0,0.0,0.127,0.141,0.054,0.0,0.014,0.0,0.0,0.0,0.034,0.0,0.0,0.015,0.129,0.08,0.003,0.005,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.027,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.007,0.036,0.044,,,0.0,26.927663803100586,10.789604187011719,16.138059616088867,35.80231475830078,35.2526969909668,0.031134333461523056,12.860602378845215,204.15997314453125,47.3960075378418,2030.512451171875,2239.92626953125
GIK16407-1,ATL947_0337,1,Giant Box,9.04,-21.96,4586.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,363.0,0.0,0.0,0.013986014,0.0,0.126873127,0.005994006,0.0,0.038961039,0.0,0.0,0.005994006,0.203796204,0.02997003,0.002997003,0.02997003,0.0,0.0,0.0,0.016983017,0.0,0.0,0.004995005,0.121878122,0.330669331,0.0,0.016983017,0.007992008,0.01998002,0.007992008,0.0,0.0,0.0,0.0,0.007992008,0.0,0.005994006,0.0,0.0,0.0,0.0,0.0,,,,,,0.07992008,0.250749251,,,0.0,27.033720016479492,10.160340309143066,16.873379707336426,35.645503997802734,35.0942497253418,1.0486278533935547,14.983695030212402,204.37461853027344,46.82033920288086,1980.1962890625,2245.369384765625
GIK16408-2,ATL947_0338,1,Giant Box,9.0133,-21.4567,4239.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,510.0,,0.0,0.009,0.0,0.045,0.005,0.0,0.003,,,0.016,0.099,0.025,0.0,0.015,0.0,0.0,,0.058,0.0,0.002,0.023,0.262,0.341,0.002,0.017,0.005,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.028,0.0,,,,,,,,,,0.089,0.252,,,0.001,27.033720016479492,10.160340309143066,16.873379707336426,35.645503997802734,35.0942497253418,1.0486278533935547,14.983695030212402,204.37461853027344,46.82033920288086,1980.1962890625,2245.369384765625
GIK16410-1,ATL947_0339,1,Giant Box,8.91,-20.85,3969.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. conglomerata set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, Corrected G. incompta complex",28,0,,612.0,,0.0,0.01001001,0.0,0.057057057,0.004004004,0.001001001,0.008008008,,,0.006006006,0.098098098,0.022022022,0.0,0.021021021,0.0,0.0,,0.037037037,0.0,0.001001001,0.0,0.299299299,0.329329329,0.001001001,0.017017017,0.005005005,0.049049049,0.0,0.0,0.0,0.0,0.0,0.001001001,0.0,0.032032032,0.0,,,,,,,,0.001001001,0.0,0.001001001,0.328328328,,,0.001001001,27.23177719116211,9.929007530212402,17.302769660949707,35.75392150878906,35.0477294921875,1.6830027103424072,15.810120582580566,203.714599609375,49.96207809448242,1982.8861083984375,2246.64208984375
GIK16411-1,ATL947_0340,1,Giant Box,9.5133,-19.8933,4622.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,357.0,,0.0,0.019057172,0.0,0.09327984,0.007021063,0.009027081,0.04112337,,,0.015045135,0.254764293,0.089267803,0.0,0.030090271,0.0,0.0,,0.07221665,0.0,0.006018054,0.0,0.119358074,0.173520562,0.0,0.015045135,0.004012036,0.04112337,0.0,0.0,0.0,0.0,0.0,0.002006018,0.0,0.004012036,0.0,,,,,,,,0.009027081,0.0,0.0,0.173520562,,,0.004012036,26.9578914642334,10.001325607299805,16.956565856933594,35.48174285888672,35.0748176574707,1.3822144269943237,15.543784141540527,204.44827270507812,46.33334732055664,1986.852783203125,2248.418701171875
GIK16412-1,ATL947_0341,1,Giant Box,9.56,-19.8433,4607.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,470.0,0.0,0.0,0.021956088,0.0,0.136726547,0.003992016,0.003992016,0.037924152,0.0,0.0,0.026946108,0.21257485,0.062874251,0.0,0.012974052,0.0,0.0,0.0,0.033932136,0.0,0.003992016,0.0,0.089820359,0.264471058,0.0,0.017964072,0.022954092,0.02994012,0.012974052,0.0,0.0,0.0,0.0,0.003992016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.003992016,0.0,0.000998004,0.263473054,,,0.0,26.9578914642334,10.001325607299805,16.956565856933594,35.48174285888672,35.0748176574707,1.3822144269943237,15.543784141540527,204.44827270507812,46.33334732055664,1986.852783203125,2248.418701171875
GIK16413-1,ATL947_0342,1,Giant Box,10.0183,-19.3033,4397.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,261.0,,0.0,0.035,0.0,0.216,0.007,0.003,0.084,,,0.038,0.355,0.021,0.0,0.01,0.0,0.0,,0.014,0.0,0.01,0.0,0.063,0.125,0.0,0.003,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,,,,,,,,0.003,0.0,0.0,0.125,,,0.003,27.813642501831055,10.204486846923828,17.609155654907227,35.29956817626953,35.122188568115234,0.774413526058197,15.03708267211914,202.09176635742188,45.05805587768555,1981.7294921875,2244.43603515625
GIK16415-1,ATL947_0343,1,Giant Box,9.5667,-19.1067,3841.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,472.0,,0.0,0.007,0.0,0.092,0.004,0.01,0.024,,,0.008,0.169,0.026,0.0,0.019,0.0,0.0,,0.062,0.0,0.002,0.0,0.223,0.252,0.001,0.021,0.006,0.033,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.03,0.0,,,,,,,,0.01,0.0,0.001,0.251,0.001,0.0,0.006,26.9578914642334,10.001325607299805,16.956565856933594,35.48174285888672,35.0748176574707,1.3822144269943237,15.543784141540527,204.44827270507812,46.33334732055664,1986.852783203125,2248.418701171875
GIK16416-1,ATL947_0344,1,Giant Box,9.865,-19.3983,4336.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,324.0,,0.0,0.024,0.0,0.211,0.0,0.002,0.046,,,0.013,0.318,0.047,0.0,0.02,0.0,0.0,,0.011,0.0,0.011,0.0,0.064,0.193,0.0,0.011,0.004,0.015,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.002,0.0,,,,,,,,0.002,0.0,0.001,0.192,,,0.004,26.9578914642334,10.001325607299805,16.956565856933594,35.48174285888672,35.0748176574707,1.3822144269943237,15.543784141540527,204.44827270507812,46.33334732055664,1986.852783203125,2248.418701171875
GIK16417-1,ATL947_0345,1,Giant Box,10.0683,-19.7267,4627.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",28,0,,318.0,0.0,0.0,0.03006012,0.0,0.200400802,0.0,0.0,0.048096192,0.0,0.0,0.028056112,0.305611222,0.021042084,0.0,0.022044088,0.0,0.0,0.0,0.028056112,0.0,0.003006012,0.0,0.05511022,0.219438878,0.0,0.006012024,0.003006012,0.018036072,0.0,0.0,0.0,0.0,0.0,0.009018036,0.0,0.003006012,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.219438878,,,0.0,27.813642501831055,10.204486846923828,17.609155654907227,35.29956817626953,35.122188568115234,0.774413526058197,15.03708267211914,202.09176635742188,45.05805587768555,1981.7294921875,2244.43603515625
GIK16419-1,ATL947_0346,1,Giant Box,9.8917,-16.74,312.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,575.0,0.0,0.0,0.024024024,0.0,0.047047047,0.002002002,0.002002002,0.002002002,0.0,0.0,0.014014014,0.096096096,0.028028028,0.0,0.003003003,0.0,0.0,0.0,0.118118118,0.0,0.0,0.001001001,0.399399399,0.169169169,0.008008008,0.007007007,0.004004004,0.037037037,0.002002002,0.0,0.0,0.0,0.0,0.0,0.0,0.036036036,0.0,0.0,0.0,0.0,0.0,,,,0.002002002,0.0,0.0,0.169169169,,,0.0,26.992259979248047,10.043127059936523,16.949132919311523,34.96318054199219,35.08548355102539,1.7256896495819092,15.720637321472168,204.69833374023438,46.95304870605469,1959.84619140625,2251.214111328125
GIK16420-1,ATL947_0347,1,Giant Box,9.9283,-17.5333,806.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,275.0,0.0,0.0,0.005,0.0,0.028,0.013,0.004,0.002,0.0,0.0,0.04,0.114,0.059,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.001,0.378,0.16,0.007,0.002,0.0,0.018,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,,,,0.004,0.0,0.0,0.16,0.007,0.0,0.0,27.005727767944336,9.993260383605957,17.01246738433838,35.040367126464844,35.077720642089844,1.6060689687728882,15.783434867858887,205.26220703125,46.76048278808594,1966.4549560546875,2250.513671875
GIK16421-1,ATL947_0348,1,Giant Box,9.9217,-17.8683,1556.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,380.0,,0.0,0.028056112,0.0,0.132264529,0.013026052,0.003006012,0.023046092,,,0.013026052,0.098196393,0.038076152,0.0,0.002004008,0.0,0.0,,0.04008016,0.0,0.0,0.0,0.281563126,0.230460922,0.0,0.026052104,0.0,0.028056112,0.007014028,0.0,0.0,0.0,0.0,0.003006012,0.0,0.026052104,0.0,,,,,,,,0.003006012,0.0,0.001002004,0.229458918,,,0.007014028,27.005727767944336,9.993260383605957,17.01246738433838,35.040367126464844,35.077720642089844,1.6060689687728882,15.783434867858887,205.26220703125,46.76048278808594,1966.4549560546875,2250.513671875
GIK16430-2,ATL947_0349,1,Grab,5.617,-19.983,2811.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,556.0,,0.0,0.008991009,0.002997003,0.034965035,0.000999001,0.000999001,0.011988012,,,0.003996004,0.094905095,0.010989011,0.0,0.010989011,0.0,0.0,,0.013986014,0.0,0.006993007,0.0,0.307692308,0.400599401,0.007992008,0.01998002,0.002997003,0.030969031,0.0,0.0,0.0,0.0,0.001998002,0.0,0.0,0.023976024,0.0,,,,,,,,0.000999001,0.0,0.000999001,0.3996004,,,0.000999001,28.238161087036133,9.213977813720703,19.02418327331543,35.591285705566406,34.909141540527344,1.7669814825057983,17.297595977783203,204.8312530517578,67.88748168945312,1945.4913330078125,2231.690185546875
GIK16432-2,ATL947_0350,1,Gravity,3.0217,-22.0217,4520.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,644.0,0.0,0.0,0.002,0.0,0.057,0.002,0.005,0.043,0.0,0.0,0.002,0.061,0.002,0.0,0.03,0.0,0.0,0.0,0.023,0.002,0.005,0.0,0.301,0.343,0.005,0.011,0.002,0.05,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.051,0.0,0.0,0.0,0.0,0.0,,,,0.005,0.0,0.001,0.342,,,0.0,28.224184036254883,8.8380126953125,19.386171340942383,35.26744079589844,34.820030212402344,0.43961086869239807,16.57369613647461,201.54356384277344,93.36428833007812,1946.1748046875,2218.760986328125
GIK16437-3,ATL947_0351,1,Grab,16.933,-17.933,2766.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. truncatulinoides subspecies set to N/A, missing count data set to zero as sample is assumed to be complete, sample depth information from duplicate sample, T. quinqueloba subspecies set to N/A",12,0,,330.0,0.0,0.0,0.006006006,0.0,0.096096096,0.007007007,0.0,0.023023023,0.0,0.0,0.26026026,0.158158158,0.119119119,0.0,0.006006006,0.0,0.0,0.0,0.173173173,0.0,0.0,0.0,0.048048048,0.028028028,0.009009009,0.013013013,0.017017017,0.007007007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029029029,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.028028028,,,0.0,27.11817741394043,11.259132385253906,15.859045028686523,35.906028747558594,35.31808090209961,0.07540445029735565,11.731026649475098,205.40536499023438,45.08574676513672,2034.5037841796875,2238.815185546875
GIK16453-2,ATL947_0352,1,Giant Box,4.7333,-20.9417,2675.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,787.0,,0.0,0.011964108,0.0,0.025922233,0.004985045,0.007976072,0.025922233,,,0.001994018,0.047856431,0.012961117,0.0,0.008973081,0.0,0.0,,0.017946162,0.000997009,0.015952144,0.03888335,0.302093719,0.322033898,0.007976072,0.020937188,0.005982054,0.042871386,0.001994018,0.0,0.0,0.0,0.004985045,0.001994018,0.000997009,0.060817547,0.0,,,,,,,,0.001994018,0.005982054,0.098703888,0.22333001,,,0.004985045,28.47962188720703,9.087106704711914,19.392515182495117,35.31501388549805,34.86972427368164,1.1863409280776978,16.872859954833984,202.60150146484375,79.94107055664062,1934.8564453125,2224.16455078125
GIK16455-1,ATL947_0353,1,Giant Box,5.27,-22.865,4160.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,1023.0,,0.0,0.007,0.0,0.027,0.007,0.001,0.023,,,0.0,0.04,0.007,0.0,0.01,0.0,0.0,,0.009,0.0,0.013,0.016,0.319,0.376,0.006,0.017,0.011,0.05,0.007,0.0,0.0,0.0,0.002,0.001,0.0,0.049,0.0,,,,,,,,0.0,0.001,0.148,0.228,,,0.002,28.23638343811035,9.258088111877441,18.97829532623291,35.12602615356445,34.912391662597656,0.8143271207809448,16.39704132080078,201.5494842529297,73.87432098388672,1927.4495849609375,2228.412353515625
GIK16457-1,ATL947_0354,1,Giant Box,5.3917,-21.72,3291.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,1094.0,,0.0,0.00499002,0.0,0.01497006,0.00499002,0.003992016,0.017964072,,,0.001996008,0.036926148,0.012974052,0.0,0.003992016,0.0,0.0,,0.025948104,0.000998004,0.003992016,0.022954092,0.324351297,0.341317365,0.006986028,0.022954092,0.002994012,0.043912176,0.007984032,0.0,0.0,0.0,0.005988024,0.0,0.000998004,0.081836327,0.0,,,,,,,,0.000998004,0.002994012,0.136726547,0.204590818,,,0.003992016,28.226211547851562,9.261412620544434,18.96479892730713,35.30577850341797,34.9149284362793,1.1874098777770996,16.742021560668945,202.66412353515625,70.8112564086914,1930.857421875,2229.50146484375
GIK16458-2,ATL947_0355,1,Giant Box,5.335,-22.055,3518.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,1129.0,0.0,0.0,0.00499002,0.0,0.015968064,0.006986028,0.001996008,0.028942116,0.0,0.0,0.000998004,0.042914172,0.01497006,0.0,0.00499002,0.0,0.0,0.0,0.020958084,0.0,0.015968064,0.01996008,0.332335329,0.286427146,0.007984032,0.020958084,0.006986028,0.0499002,0.002994012,0.0,0.0,0.0,0.000998004,0.000998004,0.001996008,0.108782435,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001996008,0.086826347,0.199600798,,,0.0,28.23638343811035,9.258088111877441,18.97829532623291,35.12602615356445,34.912391662597656,0.8143271207809448,16.39704132080078,201.5494842529297,73.87432098388672,1927.4495849609375,2228.412353515625
GIK16756-1,ATL947_0356,1,Giant Box,9.0783,-17.0,1495.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,694.0,,0.0,0.023952096,0.0,0.048902196,0.002994012,0.00499002,0.006986028,,,0.021956088,0.140718563,0.048902196,0.0,0.001996008,0.0,0.0,,0.022954092,0.0,0.0,0.067864271,0.311377246,0.186626747,0.010978044,0.016966068,0.0,0.052894212,0.0,0.0,0.0,0.0,0.002994012,0.0,0.0,0.023952096,0.0,,,,,,,,0.001996008,0.002994012,0.057884232,0.128742515,,,0.001996008,26.992259979248047,10.043127059936523,16.949132919311523,34.96318054199219,35.08548355102539,1.7256896495819092,15.720637321472168,204.69833374023438,46.95304870605469,1959.84619140625,2251.214111328125
GIK16757-1,ATL947_0357,1,Giant Box,8.9833,-16.9467,2358.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",28,0,,542.0,0.0,0.0,0.0250501,0.0,0.070140281,0.016032064,0.001002004,0.031062124,0.0,0.0,0.013026052,0.145290581,0.067134269,0.0,0.004008016,0.0,0.0,0.0,0.063126253,0.0,0.01503006,0.013026052,0.209418838,0.24248497,0.0,0.02004008,0.003006012,0.026052104,0.0,0.0,0.0,0.0,0.00501002,0.001002004,0.0,0.029058116,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.001002004,0.046092184,0.196392786,,,0.0,26.864683151245117,9.815046310424805,17.049636840820312,35.3739013671875,35.04096221923828,2.004842519760132,16.23743438720703,201.72499084472656,48.48768615722656,1967.9908447265625,2250.4267578125
GIK16768-1,ATL947_0358,1,Giant Box,7.63,-15.1683,4327.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",28,0,,277.0,,0.0,0.042957043,0.0,0.046953047,0.003996004,0.0,0.028971029,,,0.006993007,0.075924076,0.0,0.0,0.0,0.0,0.0,,0.010989011,0.0,0.006993007,0.122877123,0.408591409,0.18981019,0.0,0.0,0.0,0.013986014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035964036,0.0,,,,,,,,,,0.04995005,0.13986014,,,0.004995005,27.399072647094727,9.578645706176758,17.82042694091797,35.292144775390625,34.9908332824707,1.7952969074249268,16.495515823364258,201.48780822753906,54.05866622924805,1956.622314453125,2247.399658203125
GIK16771-1,ATL947_0359,1,Giant Box,0.8133,-15.5117,2779.0,7.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,,809.0,,0.0,0.010967099,0.001994018,0.09670987,0.012961117,0.002991027,0.010967099,,,0.00997009,0.063808574,0.012961117,0.0,0.050847458,0.0,0.0,,0.03888335,0.014955135,0.001994018,0.061814556,0.259222333,0.188434696,0.001994018,0.01894317,0.0,0.043868395,0.0,0.0,0.0,0.0,0.0,0.001994018,0.0,0.088733799,0.0,,,,,,,,0.0,0.002991027,0.070787637,0.117647059,,,0.004985045,25.595046997070312,8.773734092712402,16.82131290435791,35.75087356567383,34.76628875732422,1.458040714263916,17.52411460876465,202.84085083007812,113.83558654785156,2011.4595947265625,2205.7177734375
GIK16772-1,ATL947_0360,1,Giant Box,-1.34,-11.9733,3911.0,11.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,1093.0,0.0,0.0,0.017017017,0.0,0.068068068,0.003003003,0.002002002,0.01001001,0.0,0.0,0.007007007,0.032032032,0.005005005,0.0,0.052052052,0.0,0.0,0.0,0.06006006,0.006006006,0.001001001,0.044044044,0.333333333,0.161161161,0.0,0.025025025,0.003003003,0.048048048,0.0,0.0,0.0,0.0,0.001001001,0.0,0.0,0.121121121,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.002002002,0.07007007,0.091091091,,,0.0,22.574560165405273,8.540571212768555,14.033988952636719,35.84211730957031,34.732112884521484,1.36168372631073,17.567365646362305,211.0653076171875,110.88037872314453,2057.63232421875,2210.95947265625
GIK16773-2,ATL947_0361,1,Giant Box,-0.9495,-9.3917,4658.0,11.0,0.0,0.01,0.005,"Pflaumann, U.",Paleoceanography,2003,doi:10.1029/2002PA000774,doi:10.1594/PANGAEA.77352,"T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, missing count data set to zero as sample is assumed to be complete",52,0,,692.0,0.0,0.0,0.021021021,0.0,0.091091091,0.002002002,0.011011011,0.01001001,0.0,0.0,0.018018018,0.079079079,0.021021021,0.0,0.104104104,0.0,0.0,0.0,0.043043043,0.0,0.0,0.011011011,0.244244244,0.209209209,0.002002002,0.008008008,0.005005005,0.048048048,0.0,0.0,0.0,0.0,0.0,0.001001001,0.0,0.071071071,0.0,0.0,0.0,0.0,0.0,,,,0.004004004,0.007007007,0.059059059,0.15015015,,,0.0,23.934402465820312,8.580477714538574,15.353924751281738,35.569053649902344,34.753963470458984,1.2085973024368286,16.68308448791504,203.4237823486328,107.5475845336914,2021.6258544921875,2213.00927734375
